Code,Name,Year,Source,Population,Inland_Area_Hectares,Total_Area_Hectares,Population_per_hectare,Square_Kilometres,Population_per_square_kilometre
E09000006,Bromley,2032,GLA Population Projections,360298,15013.5,15013.5,24,150.1,2399.8
E09000006,Bromley,2033,GLA Population Projections,362341,15013.5,15013.5,24.1,150.1,2413.4
E09000006,Bromley,2034,GLA Population Projections,364344,15013.5,15013.5,24.3,150.1,2426.8
E09000006,Bromley,2035,GLA Population Projections,366962,15013.5,15013.5,24.4,150.1,2444.2
E09000006,Bromley,2036,GLA Population Projections,369808,15013.5,15013.5,24.6,150.1,2463.2
E09000006,Bromley,2037,GLA Population Projections,372703,15013.5,15013.5,24.8,150.1,2482.5
E09000006,Bromley,2038,GLA Population Projections,374053,15013.5,15013.5,24.9,150.1,2491.4
E09000006,Bromley,2039,GLA Population Projections,374843,15013.5,15013.5,25,150.1,2496.7
E09000006,Bromley,2040,GLA Population Projections,375433,15013.5,15013.5,25,150.1,2500.6
E09000006,Bromley,2041,GLA Population Projections,376074,15013.5,15013.5,25,150.1,2504.9
E09000006,Bromley,2042,GLA Population Projections,376780,15013.5,15013.5,25.1,150.1,2509.6
E09000006,Bromley,2043,GLA Population Projections,377125,15013.5,15013.5,25.1,150.1,2511.9
E09000006,Bromley,2044,GLA Population Projections,377399,15013.5,15013.5,25.1,150.1,2513.7
E09000006,Bromley,2045,GLA Population Projections,377690,15013.5,15013.5,25.2,150.1,2515.7
E09000006,Bromley,2046,GLA Population Projections,377998,15013.5,15013.5,25.2,150.1,2517.7
E09000006,Bromley,2047,GLA Population Projections,378210,15013.5,15013.5,25.2,150.1,2519.1
E09000006,Bromley,2048,GLA Population Projections,378364,15013.5,15013.5,25.2,150.1,2520.2
E09000006,Bromley,2049,GLA Population Projections,378635,15013.5,15013.5,25.2,150.1,2522
E09000006,Bromley,2050,GLA Population Projections,378948,15013.5,15013.5,25.2,150.1,2524.1
E09000007,Camden,1999,ONS MYE,190003,2178.9,2178.9,87.2,21.8,8720
E09000007,Camden,2000,ONS MYE,196174,2178.9,2178.9,90,21.8,9003.2
E09000007,Camden,2001,ONS MYE,202567,2178.9,2178.9,93,21.8,9296.6
E09000007,Camden,2002,ONS MYE,203972,2178.9,2178.9,93.6,21.8,9361.1
E09000007,Camden,2003,ONS MYE,204254,2178.9,2178.9,93.7,21.8,9374.1
E09000007,Camden,2004,ONS MYE,207341,2178.9,2178.9,95.2,21.8,9515.7
E09000007,Camden,2005,ONS MYE,211088,2178.9,2178.9,96.9,21.8,9687.7
E09000007,Camden,2006,ONS MYE,211032,2178.9,2178.9,96.9,21.8,9685.1
E09000007,Camden,2007,ONS MYE,211520,2178.9,2178.9,97.1,21.8,9707.5
E09000007,Camden,2008,ONS MYE,210273,2178.9,2178.9,96.5,21.8,9650.3
E09000007,Camden,2009,ONS MYE,212924,2178.9,2178.9,97.7,21.8,9772
E09000007,Camden,2010,ONS MYE,214725,2178.9,2178.9,98.5,21.8,9854.6
E09000007,Camden,2011,GLA Population Projections,220087,2178.9,2178.9,101,21.8,10100.7
E09000007,Camden,2012,GLA Population Projections,224961,2178.9,2178.9,103.2,21.8,10324.4
E09000007,Camden,2013,GLA Population Projections,229718,2178.9,2178.9,105.4,21.8,10542.7
E09000007,Camden,2014,GLA Population Projections,234845,2178.9,2178.9,107.8,21.8,10778
E09000007,Camden,2015,GLA Population Projections,241058,2178.9,2178.9,110.6,21.8,11063.1
E09000007,Camden,2016,GLA Population Projections,246180,2178.9,2178.9,113,21.8,11298.2
E09000007,Camden,2017,GLA Population Projections,249556,2178.9,2178.9,114.5,21.8,11453.1
E09000007,Camden,2018,GLA Population Projections,252637,2178.9,2178.9,115.9,21.8,11594.5
E09000007,Camden,2019,GLA Population Projections,255526,2178.9,2178.9,117.3,21.8,11727.1
E09000007,Camden,2020,GLA Population Projections,257384,2178.9,2178.9,118.1,21.8,11812.4
E09000007,Camden,2021,GLA Population Projections,259344,2178.9,2178.9,119,21.8,11902.4
E09000007,Camden,2022,GLA Population Projections,261082,2178.9,2178.9,119.8,21.8,11982.1
E09000007,Camden,2023,GLA Population Projections,262494,2178.9,2178.9,120.5,21.8,12046.9
E09000007,Camden,2024,GLA Population Projections,263550,2178.9,2178.9,121,21.8,12095.4
E09000007,Camden,2025,GLA Population Projections,264300,2178.9,2178.9,121.3,21.8,12129.8
E09000007,Camden,2026,GLA Population Projections,264913,2178.9,2178.9,121.6,21.8,12157.9
E09000007,Camden,2027,GLA Population Projections,265335,2178.9,2178.9,121.8,21.8,12177.3
E09000007,Camden,2028,GLA Population Projections,265446,2178.9,2178.9,121.8,21.8,12182.4
E09000007,Camden,2029,GLA Population Projections,265349,2178.9,2178.9,121.8,21.8,12178
E09000007,Camden,2030,GLA Population Projections,266386,2178.9,2178.9,122.3,21.8,12225.5
E09000007,Camden,2031,GLA Population Projections,267884,2178.9,2178.9,122.9,21.8,12294.3
E09000007,Camden,2032,GLA Population Projections,269417,2178.9,2178.9,123.6,21.8,12364.6
E09000007,Camden,2033,GLA Population Projections,270854,2178.9,2178.9,124.3,21.8,12430.6
E09000007,Camden,2034,GLA Population Projections,272206,2178.9,2178.9,124.9,21.8,12492.6
E09000007,Camden,2035,GLA Population Projections,274188,2178.9,2178.9,125.8,21.8,12583.6
E09000007,Camden,2036,GLA Population Projections,276315,2178.9,2178.9,126.8,21.8,12681.2
E09000007,Camden,2037,GLA Population Projections,278397,2178.9,2178.9,127.8,21.8,12776.8
E09000007,Camden,2038,GLA Population Projections,280405,2178.9,2178.9,128.7,21.8,12868.9
E09000007,Camden,2039,GLA Population Projections,282304,2178.9,2178.9,129.6,21.8,12956.1
E09000007,Camden,2040,GLA Population Projections,283914,2178.9,2178.9,130.3,21.8,13030
E09000007,Camden,2041,GLA Population Projections,285322,2178.9,2178.9,130.9,21.8,13094.6
E09000007,Camden,2042,GLA Population Projections,287315,2178.9,2178.9,131.9,21.8,13186.1
E09000007,Camden,2043,GLA Population Projections,289439,2178.9,2178.9,132.8,21.8,13283.5
E09000007,Camden,2044,GLA Population Projections,291607,2178.9,2178.9,133.8,21.8,13383
E09000007,Camden,2045,GLA Population Projections,293811,2178.9,2178.9,134.8,21.8,13484.2
E09000007,Camden,2046,GLA Population Projections,296065,2178.9,2178.9,135.9,21.8,13587.6
E09000007,Camden,2047,GLA Population Projections,298274,2178.9,2178.9,136.9,21.8,13689
E09000007,Camden,2048,GLA Population Projections,300394,2178.9,2178.9,137.9,21.8,13786.3
E09000007,Camden,2049,GLA Population Projections,302554,2178.9,2178.9,138.9,21.8,13885.4
E09000007,Camden,2050,GLA Population Projections,304798,2178.9,2178.9,139.9,21.8,13988.4
E09000008,Croydon,1999,ONS MYE,332066,8650.4,8650.4,38.4,86.5,3838.8
E09000008,Croydon,2000,ONS MYE,334241,8650.4,8650.4,38.6,86.5,3863.9
E09000008,Croydon,2001,ONS MYE,335112,8650.4,8650.4,38.7,86.5,3874
E09000008,Croydon,2002,ONS MYE,335415,8650.4,8650.4,38.8,86.5,3877.5
E09000008,Croydon,2003,ONS MYE,335919,8650.4,8650.4,38.8,86.5,3883.3
E09000008,Croydon,2004,ONS MYE,337134,8650.4,8650.4,39,86.5,3897.3
E09000008,Croydon,2005,ONS MYE,339052,8650.4,8650.4,39.2,86.5,3919.5
E09000008,Croydon,2006,ONS MYE,340449,8650.4,8650.4,39.4,86.5,3935.7
E09000008,Croydon,2007,ONS MYE,344029,8650.4,8650.4,39.8,86.5,3977
E09000008,Croydon,2008,ONS MYE,349308,8650.4,8650.4,40.4,86.5,4038.1
E09000008,Croydon,2009,ONS MYE,352763,8650.4,8650.4,40.8,86.5,4078
E09000008,Croydon,2010,ONS MYE,357951,8650.4,8650.4,41.4,86.5,4138
E09000008,Croydon,2011,GLA Population Projections,364815,8650.4,8650.4,42.2,86.5,4217.3
E09000008,Croydon,2012,GLA Population Projections,368886,8650.4,8650.4,42.6,86.5,4264.4
E09000008,Croydon,2013,GLA Population Projections,372752,8650.4,8650.4,43.1,86.5,4309.1
E09000008,Croydon,2014,GLA Population Projections,376040,8650.4,8650.4,43.5,86.5,4347.1
E09000008,Croydon,2015,GLA Population Projections,379031,8650.4,8650.4,43.8,86.5,4381.7
E09000008,Croydon,2016,GLA Population Projections,382304,8650.4,8650.4,44.2,86.5,4419.5
E09000008,Croydon,2017,GLA Population Projections,386346,8650.4,8650.4,44.7,86.5,4466.2
E09000008,Croydon,2018,GLA Population Projections,391296,8650.4,8650.4,45.2,86.5,4523.5
E09000008,Croydon,2019,GLA Population Projections,396548,8650.4,8650.4,45.8,86.5,4584.2
E09000008,Croydon,2020,GLA Population Projections,400272,8650.4,8650.4,46.3,86.5,4627.2
E09000008,Croydon,2021,GLA Population Projections,403461,8650.4,8650.4,46.6,86.5,4664.1
E09000008,Croydon,2022,GLA Population Projections,406399,8650.4,8650.4,47,86.5,4698.1
E09000008,Croydon,2023,GLA Population Projections,411580,8650.4,8650.4,47.6,86.5,4758
E09000008,Croydon,2024,GLA Population Projections,416582,8650.4,8650.4,48.2,86.5,4815.8
E09000008,Croydon,2025,GLA Population Projections,421090,8650.4,8650.4,48.7,86.5,4867.9
E09000008,Croydon,2026,GLA Population Projections,425612,8650.4,8650.4,49.2,86.5,4920.2
E09000008,Croydon,2027,GLA Population Projections,430009,8650.4,8650.4,49.7,86.5,4971
E09000008,Croydon,2028,GLA Population Projections,434268,8650.4,8650.4,50.2,86.5,5020.2
E09000008,Croydon,2029,GLA Population Projections,438586,8650.4,8650.4,50.7,86.5,5070.1
E09000008,Croydon,2030,GLA Population Projections,441922,8650.4,8650.4,51.1,86.5,5108.7
E09000008,Croydon,2031,GLA Population Projections,444573,8650.4,8650.4,51.4,86.5,5139.4
E09000008,Croydon,2032,GLA Population Projections,446938,8650.4,8650.4,51.7,86.5,5166.7
E09000008,Croydon,2033,GLA Population Projections,449170,8650.4,8650.4,51.9,86.5,5192.5
E09000008,Croydon,2034,GLA Population Projections,451309,8650.4,8650.4,52.2,86.5,5217.2
E09000008,Croydon,2035,GLA Population Projections,452477,8650.4,8650.4,52.3,86.5,5230.7
E09000008,Croydon,2036,GLA Population Projections,454085,8650.4,8650.4,52.5,86.5,5249.3
E09000008,Croydon,2037,GLA Population Projections,455882,8650.4,8650.4,52.7,86.5,5270.1
E09000008,Croydon,2038,GLA Population Projections,457804,8650.4,8650.4,52.9,86.5,5292.3
E09000008,Croydon,2039,GLA Population Projections,459759,8650.4,8650.4,53.1,86.5,5314.9
E09000008,Croydon,2040,GLA Population Projections,461477,8650.4,8650.4,53.3,86.5,5334.8
E09000008,Croydon,2041,GLA Population Projections,463028,8650.4,8650.4,53.5,86.5,5352.7
E09000008,Croydon,2042,GLA Population Projections,465412,8650.4,8650.4,53.8,86.5,5380.3
E09000008,Croydon,2043,GLA Population Projections,468103,8650.4,8650.4,54.1,86.5,5411.4
E09000008,Croydon,2044,GLA Population Projections,470970,8650.4,8650.4,54.4,86.5,5444.5
E09000008,Croydon,2045,GLA Population Projections,474016,8650.4,8650.4,54.8,86.5,5479.7
E09000008,Croydon,2046,GLA Population Projections,477261,8650.4,8650.4,55.2,86.5,5517.2
E09000008,Croydon,2047,GLA Population Projections,480573,8650.4,8650.4,55.6,86.5,5555.5
E09000008,Croydon,2048,GLA Population Projections,483864,8650.4,8650.4,55.9,86.5,5593.6
E09000008,Croydon,2049,GLA Population Projections,487291,8650.4,8650.4,56.3,86.5,5633.2
E09000008,Croydon,2050,GLA Population Projections,490900,8650.4,8650.4,56.7,86.5,5674.9
E09000009,Ealing,1999,ONS MYE,302252,5554.4,5554.4,54.4,55.5,5441.6
E09000009,Ealing,2000,ONS MYE,304370,5554.4,5554.4,54.8,55.5,5479.8
E09000009,Ealing,2001,ONS MYE,307276,5554.4,5554.4,55.3,55.5,5532.1
E09000009,Ealing,2002,ONS MYE,309242,5554.4,5554.4,55.7,55.5,5567.5
E09000009,Ealing,2003,ONS MYE,308108,5554.4,5554.4,55.5,55.5,5547.1
E09000009,Ealing,2004,ONS MYE,310073,5554.4,5554.4,55.8,55.5,5582.4
E09000009,Ealing,2005,ONS MYE,312774,5554.4,5554.4,56.3,55.5,5631.1
E09000009,Ealing,2006,ONS MYE,315329,5554.4,5554.4,56.8,55.5,5677.1
E09000009,Ealing,2007,ONS MYE,318671,5554.4,5554.4,57.4,55.5,5737.2
E09000009,Ealing,2008,ONS MYE,324022,5554.4,5554.4,58.3,55.5,5833.6
E09000009,Ealing,2009,ONS MYE,329966,5554.4,5554.4,59.4,55.5,5940.6
E09000009,Ealing,2010,ONS MYE,334073,5554.4,5554.4,60.1,55.5,6014.5
E09000009,Ealing,2011,GLA Population Projections,339665,5554.4,5554.4,61.2,55.5,6115.2
E09000009,Ealing,2012,GLA Population Projections,341022,5554.4,5554.4,61.4,55.5,6139.6
E09000009,Ealing,2013,GLA Population Projections,342845,5554.4,5554.4,61.7,55.5,6172.5
E09000009,Ealing,2014,GLA Population Projections,342469,5554.4,5554.4,61.7,55.5,6165.7
E09000009,Ealing,2015,GLA Population Projections,343410,5554.4,5554.4,61.8,55.5,6182.6
E09000009,Ealing,2016,GLA Population Projections,343547,5554.4,5554.4,61.9,55.5,6185.1
E09000009,Ealing,2017,GLA Population Projections,347126,5554.4,5554.4,62.5,55.5,6249.5
E09000009,Ealing,2018,GLA Population Projections,350784,5554.4,5554.4,63.2,55.5,6315.4
E09000009,Ealing,2019,GLA Population Projections,354184,5554.4,5554.4,63.8,55.5,6376.6
E09000009,Ealing,2020,GLA Population Projections,361833,5554.4,5554.4,65.1,55.5,6514.3
E09000009,Ealing,2021,GLA Population Projections,369685,5554.4,5554.4,66.6,55.5,6655.7
E09000009,Ealing,2022,GLA Population Projections,377916,5554.4,5554.4,68,55.5,6803.9
E09000009,Ealing,2023,GLA Population Projections,385818,5554.4,5554.4,69.5,55.5,6946.1
E09000009,Ealing,2024,GLA Population Projections,393434,5554.4,5554.4,70.8,55.5,7083.2
E09000009,Ealing,2025,GLA Population Projections,397010,5554.4,5554.4,71.5,55.5,7147.6
E09000009,Ealing,2026,GLA Population Projections,400552,5554.4,5554.4,72.1,55.5,7211.4
E09000009,Ealing,2027,GLA Population Projections,404119,5554.4,5554.4,72.8,55.5,7275.6
E09000009,Ealing,2028,GLA Population Projections,407659,5554.4,5554.4,73.4,55.5,7339.3
E09000009,Ealing,2029,GLA Population Projections,411269,5554.4,5554.4,74,55.5,7404.3
E09000009,Ealing,2030,GLA Population Projections,413618,5554.4,5554.4,74.5,55.5,7446.6
E09000009,Ealing,2031,GLA Population Projections,415296,5554.4,5554.4,74.8,55.5,7476.8
E09000009,Ealing,2032,GLA Population Projections,416744,5554.4,5554.4,75,55.5,7502.9
E09000009,Ealing,2033,GLA Population Projections,418140,5554.4,5554.4,75.3,55.5,7528
E09000009,Ealing,2034,GLA Population Projections,419546,5554.4,5554.4,75.5,55.5,7553.4
E09000009,Ealing,2035,GLA Population Projections,420107,5554.4,5554.4,75.6,55.5,7563.5
E09000009,Ealing,2036,GLA Population Projections,420144,5554.4,5554.4,75.6,55.5,7564.1
E09000009,Ealing,2037,GLA Population Projections,420211,5554.4,5554.4,75.7,55.5,7565.3
E09000009,Ealing,2038,GLA Population Projections,420540,5554.4,5554.4,75.7,55.5,7571.3
E09000009,Ealing,2039,GLA Population Projections,421017,5554.4,5554.4,75.8,55.5,7579.8
E09000009,Ealing,2040,GLA Population Projections,421356,5554.4,5554.4,75.9,55.5,7585.9
E09000009,Ealing,2041,GLA Population Projections,421832,5554.4,5554.4,75.9,55.5,7594.5
E09000009,Ealing,2042,GLA Population Projections,422957,5554.4,5554.4,76.1,55.5,7614.8
E09000009,Ealing,2043,GLA Population Projections,424400,5554.4,5554.4,76.4,55.5,7640.7
E09000009,Ealing,2044,GLA Population Projections,426041,5554.4,5554.4,76.7,55.5,7670.3
E09000009,Ealing,2045,GLA Population Projections,427873,5554.4,5554.4,77,55.5,7703.3
E09000009,Ealing,2046,GLA Population Projections,429905,5554.4,5554.4,77.4,55.5,7739.9
E09000009,Ealing,2047,GLA Population Projections,432006,5554.4,5554.4,77.8,55.5,7777.7
E09000009,Ealing,2048,GLA Population Projections,434102,5554.4,5554.4,78.2,55.5,7815.4
E09000009,Ealing,2049,GLA Population Projections,436340,5554.4,5554.4,78.6,55.5,7855.7
E09000009,Ealing,2050,GLA Population Projections,438773,5554.4,5554.4,79,55.5,7899.5
E09000010,Enfield,1999,ONS MYE,272731,8083.2,8220.1,33.7,80.8,3374
E09000010,Enfield,2000,ONS MYE,275068,8083.2,8220.1,34,80.8,3403
E09000010,Enfield,2001,ONS MYE,277266,8083.2,8220.1,34.3,80.8,3430.2
E09000010,Enfield,2002,ONS MYE,280745,8083.2,8220.1,34.7,80.8,3473.2
E09000010,Enfield,2003,ONS MYE,281835,8083.2,8220.1,34.9,80.8,3486.7
E09000010,Enfield,2004,ONS MYE,282217,8083.2,8220.1,34.9,80.8,3491.4
E09000010,Enfield,2005,ONS MYE,284779,8083.2,8220.1,35.2,80.8,3523.1
E09000010,Enfield,2006,ONS MYE,287429,8083.2,8220.1,35.6,80.8,3555.9
E09000010,Enfield,2007,ONS MYE,291534,8083.2,8220.1,36.1,80.8,3606.7
E09000010,Enfield,2008,ONS MYE,297443,8083.2,8220.1,36.8,80.8,3679.8
E09000010,Enfield,2009,ONS MYE,301971,8083.2,8220.1,37.4,80.8,3735.8
E09000010,Enfield,2010,ONS MYE,307648,8083.2,8220.1,38.1,80.8,3806
E09000010,Enfield,2011,GLA Population Projections,314011,8083.2,8220.1,38.8,80.8,3884.7
E09000010,Enfield,2012,GLA Population Projections,317363,8083.2,8220.1,39.3,80.8,3926.2
E09000010,Enfield,2013,GLA Population Projections,320600,8083.2,8220.1,39.7,80.8,3966.3
E09000010,Enfield,2014,GLA Population Projections,324650,8083.2,8220.1,40.2,80.8,4016.4
E09000010,Enfield,2015,GLA Population Projections,328509,8083.2,8220.1,40.6,80.8,4064.1
E09000010,Enfield,2016,GLA Population Projections,331471,8083.2,8220.1,41,80.8,4100.7
E09000010,Enfield,2017,GLA Population Projections,335647,8083.2,8220.1,41.5,80.8,4152.4
E09000010,Enfield,2018,GLA Population Projections,337697,8083.2,8220.1,41.8,80.8,4177.8
E09000010,Enfield,2019,GLA Population Projections,339480,8083.2,8220.1,42,80.8,4199.8
E09000010,Enfield,2020,GLA Population Projections,342993,8083.2,8220.1,42.4,80.8,4243.3
E09000010,Enfield,2021,GLA Population Projections,346635,8083.2,8220.1,42.9,80.8,4288.3
E09000010,Enfield,2022,GLA Population Projections,349994,8083.2,8220.1,43.3,80.8,4329.9
E09000010,Enfield,2023,GLA Population Projections,352879,8083.2,8220.1,43.7,80.8,4365.6
E09000010,Enfield,2024,GLA Population Projections,355209,8083.2,8220.1,43.9,80.8,4394.4
E09000010,Enfield,2025,GLA Population Projections,356949,8083.2,8220.1,44.2,80.8,4415.9
E09000010,Enfield,2026,GLA Population Projections,358342,8083.2,8220.1,44.3,80.8,4433.2
E09000010,Enfield,2027,GLA Population Projections,359321,8083.2,8220.1,44.5,80.8,4445.3
E09000010,Enfield,2028,GLA Population Projections,359820,8083.2,8220.1,44.5,80.8,4451.5
E09000010,Enfield,2029,GLA Population Projections,359937,8083.2,8220.1,44.5,80.8,4452.9
E09000010,Enfield,2030,GLA Population Projections,361176,8083.2,8220.1,44.7,80.8,4468.2
E09000010,Enfield,2031,GLA Population Projections,362953,8083.2,8220.1,44.9,80.8,4490.2
E09000010,Enfield,2032,GLA Population Projections,364916,8083.2,8220.1,45.1,80.8,4514.5
E09000010,Enfield,2033,GLA Population Projections,366907,8083.2,8220.1,45.4,80.8,4539.1
E09000010,Enfield,2034,GLA Population Projections,368844,8083.2,8220.1,45.6,80.8,4563.1
E09000010,Enfield,2035,GLA Population Projections,371481,8083.2,8220.1,46,80.8,4595.7
E09000010,Enfield,2036,GLA Population Projections,374385,8083.2,8220.1,46.3,80.8,4631.6
E09000010,Enfield,2037,GLA Population Projections,377356,8083.2,8220.1,46.7,80.8,4668.4
E09000010,Enfield,2038,GLA Population Projections,380361,8083.2,8220.1,47.1,80.8,4705.6
E09000010,Enfield,2039,GLA Population Projections,383334,8083.2,8220.1,47.4,80.8,4742.4
E09000010,Enfield,2040,GLA Population Projections,386046,8083.2,8220.1,47.8,80.8,4775.9
E09000010,Enfield,2041,GLA Population Projections,388564,8083.2,8220.1,48.1,80.8,4807.1
E09000010,Enfield,2042,GLA Population Projections,391764,8083.2,8220.1,48.5,80.8,4846.6
E09000010,Enfield,2043,GLA Population Projections,395210,8083.2,8220.1,48.9,80.8,4889.3
E09000010,Enfield,2044,GLA Population Projections,398809,8083.2,8220.1,49.3,80.8,4933.8
E09000010,Enfield,2045,GLA Population Projections,401427,8083.2,8220.1,49.7,80.8,4966.2
E09000010,Enfield,2046,GLA Population Projections,401786,8083.2,8220.1,49.7,80.8,4970.6
E09000010,Enfield,2047,GLA Population Projections,402018,8083.2,8220.1,49.7,80.8,4973.5
E09000010,Enfield,2048,GLA Population Projections,402190,8083.2,8220.1,49.8,80.8,4975.6
E09000010,Enfield,2049,GLA Population Projections,402490,8083.2,8220.1,49.8,80.8,4979.3
E09000010,Enfield,2050,GLA Population Projections,402838,8083.2,8220.1,49.8,80.8,4983.6
E09000011,Greenwich,1999,ONS MYE,212168,4733.4,5043.9,44.8,47.3,4482.4
E09000011,Greenwich,2000,ONS MYE,214438,4733.4,5043.9,45.3,47.3,4530.3
E09000011,Greenwich,2001,ONS MYE,217460,4733.4,5043.9,45.9,47.3,4594.2
E09000011,Greenwich,2002,ONS MYE,221476,4733.4,5043.9,46.8,47.3,4679
E09000011,Greenwich,2003,ONS MYE,224303,4733.4,5043.9,47.4,47.3,4738.7
E09000011,Greenwich,2004,ONS MYE,227190,4733.4,5043.9,48,47.3,4799.7
E09000011,Greenwich,2005,ONS MYE,230494,4733.4,5043.9,48.7,47.3,4869.5
E09000011,Greenwich,2006,ONS MYE,233990,4733.4,5043.9,49.4,47.3,4943.4
E09000011,Greenwich,2007,ONS MYE,236535,4733.4,5043.9,50,47.3,4997.2
E09000011,Greenwich,2008,ONS MYE,239748,4733.4,5043.9,50.7,47.3,5065
E09000011,Greenwich,2009,ONS MYE,243672,4733.4,5043.9,51.5,47.3,5147.9
E09000011,Greenwich,2010,ONS MYE,249171,4733.4,5043.9,52.6,47.3,5264.1
E09000011,Greenwich,2011,GLA Population Projections,255483,4733.4,5043.9,54,47.3,5397.5
E09000011,Greenwich,2012,GLA Population Projections,260068,4733.4,5043.9,54.9,47.3,5494.3
E09000011,Greenwich,2013,GLA Population Projections,264008,4733.4,5043.9,55.8,47.3,5577.6
E09000011,Greenwich,2014,GLA Population Projections,268678,4733.4,5043.9,56.8,47.3,5676.2
E09000011,Greenwich,2015,GLA Population Projections,274803,4733.4,5043.9,58.1,47.3,5805.6
E09000011,Greenwich,2016,GLA Population Projections,279766,4733.4,5043.9,59.1,47.3,5910.5
E09000011,Greenwich,2017,GLA Population Projections,282774,4733.4,5043.9,59.7,47.3,5974
E09000011,Greenwich,2018,GLA Population Projections,286322,4733.4,5043.9,60.5,47.3,6049
E09000011,Greenwich,2019,GLA Population Projections,289650,4733.4,5043.9,61.2,47.3,6119.3
E09000011,Greenwich,2020,GLA Population Projections,292466,4733.4,5043.9,61.8,47.3,6178.8
E09000011,Greenwich,2021,GLA Population Projections,294837,4733.4,5043.9,62.3,47.3,6228.9
E09000011,Greenwich,2022,GLA Population Projections,297039,4733.4,5043.9,62.8,47.3,6275.4
E09000011,Greenwich,2023,GLA Population Projections,300514,4733.4,5043.9,63.5,47.3,6348.8
E09000011,Greenwich,2024,GLA Population Projections,306500,4733.4,5043.9,64.8,47.3,6475.3
E09000011,Greenwich,2025,GLA Population Projections,312027,4733.4,5043.9,65.9,47.3,6592
E09000011,Greenwich,2026,GLA Population Projections,317560,4733.4,5043.9,67.1,47.3,6708.9
E09000011,Greenwich,2027,GLA Population Projections,323061,4733.4,5043.9,68.3,47.3,6825.2
E09000011,Greenwich,2028,GLA Population Projections,328388,4733.4,5043.9,69.4,47.3,6937.7
E09000011,Greenwich,2029,GLA Population Projections,333795,4733.4,5043.9,70.5,47.3,7051.9
E09000011,Greenwich,2030,GLA Population Projections,339418,4733.4,5043.9,71.7,47.3,7170.7
E09000011,Greenwich,2031,GLA Population Projections,344437,4733.4,5043.9,72.8,47.3,7276.8
E09000011,Greenwich,2032,GLA Population Projections,349135,4733.4,5043.9,73.8,47.3,7376
E09000011,Greenwich,2033,GLA Population Projections,353695,4733.4,5043.9,74.7,47.3,7472.3
E09000011,Greenwich,2034,GLA Population Projections,358219,4733.4,5043.9,75.7,47.3,7567.9
E09000011,Greenwich,2035,GLA Population Projections,360886,4733.4,5043.9,76.2,47.3,7624.3
E09000011,Greenwich,2036,GLA Population Projections,363025,4733.4,5043.9,76.7,47.3,7669.5
E09000011,Greenwich,2037,GLA Population Projections,364972,4733.4,5043.9,77.1,47.3,7710.6
E09000011,Greenwich,2038,GLA Population Projections,366856,4733.4,5043.9,77.5,47.3,7750.4
E09000011,Greenwich,2039,GLA Population Projections,368760,4733.4,5043.9,77.9,47.3,7790.6
E09000011,Greenwich,2040,GLA Population Projections,371519,4733.4,5043.9,78.5,47.3,7848.9
E09000011,Greenwich,2041,GLA Population Projections,374341,4733.4,5043.9,79.1,47.3,7908.5
E09000011,Greenwich,2042,GLA Population Projections,375162,4733.4,5043.9,79.3,47.3,7925.9
E09000011,Greenwich,2043,GLA Population Projections,375549,4733.4,5043.9,79.3,47.3,7934
E09000011,Greenwich,2044,GLA Population Projections,375999,4733.4,5043.9,79.4,47.3,7943.6
E09000011,Greenwich,2045,GLA Population Projections,376759,4733.4,5043.9,79.6,47.3,7959.6
E09000011,Greenwich,2046,GLA Population Projections,377807,4733.4,5043.9,79.8,47.3,7981.7
E09000011,Greenwich,2047,GLA Population Projections,378995,4733.4,5043.9,80.1,47.3,8006.8
E09000011,Greenwich,2048,GLA Population Projections,380244,4733.4,5043.9,80.3,47.3,8033.2
E09000011,Greenwich,2049,GLA Population Projections,381675,4733.4,5043.9,80.6,47.3,8063.5
E09000011,Greenwich,2050,GLA Population Projections,383314,4733.4,5043.9,81,47.3,8098.1
E09000012,Hackney,1999,ONS MYE,199087,1904.9,1904.9,104.5,19,10451.3
E09000012,Hackney,2000,ONS MYE,203381,1904.9,1904.9,106.8,19,10676.7
E09000012,Hackney,2001,ONS MYE,207246,1904.9,1904.9,108.8,19,10879.6
E09000012,Hackney,2002,ONS MYE,210961,1904.9,1904.9,110.7,19,11074.6
E09000012,Hackney,2003,ONS MYE,212405,1904.9,1904.9,111.5,19,11150.4
E09000012,Hackney,2004,ONS MYE,213581,1904.9,1904.9,112.1,19,11212.2
E09000012,Hackney,2005,ONS MYE,216512,1904.9,1904.9,113.7,19,11366
E09000012,Hackney,2006,ONS MYE,220193,1904.9,1904.9,115.6,19,11559.3
E09000012,Hackney,2007,ONS MYE,224480,1904.9,1904.9,117.8,19,11784.3
E09000012,Hackney,2008,ONS MYE,231041,1904.9,1904.9,121.3,19,12128.8
E09000012,Hackney,2009,ONS MYE,236622,1904.9,1904.9,124.2,19,12421.7
E09000012,Hackney,2010,ONS MYE,241739,1904.9,1904.9,126.9,19,12690.4
E09000012,Hackney,2011,GLA Population Projections,247578,1904.9,1904.9,130,19,12996.9
E09000012,Hackney,2012,GLA Population Projections,252515,1904.9,1904.9,132.6,19,13256.1
E09000012,Hackney,2013,GLA Population Projections,257775,1904.9,1904.9,135.3,19,13532.2
E09000012,Hackney,2014,GLA Population Projections,263546,1904.9,1904.9,138.4,19,13835.1
E09000012,Hackney,2015,GLA Population Projections,269405,1904.9,1904.9,141.4,19,14142.7
